No,Car_name,Engine,Seats,kms_driven,Fuel_type,Transmission,Ownership,Manufacture,Car_prices
207,Honda City V MT,1497 cc,5 Seats,"58,000 kms",Petrol,Manual,1st Owner,2010,3.90 Lakh
208,Mahindra XUV500 W10 2WD,2179 cc,7 Seats,"91,000 kms",Diesel,Manual,1st Owner,2017,10.25 Lakh
209,Mahindra XUV500 AT W10 1.99 mHawk,1997 cc,7 Seats,"30,000 kms",Diesel,Automatic,1st Owner,2016,11.25 Lakh
210,Maruti Baleno 1.2 Zeta,1197 cc,5 Seats,"44,153 kms",Petrol,Manual,1st Owner,2018,7.25 Lakh
211,Mercedes-Benz C-Class C 250d Avantgarde Edition C,2143 cc,5 Seats,"21,000 kms",Diesel,Automatic,1st Owner,2018,34.50 Lakh
212,Kia Seltos HTX G,1497 cc,5 Seats,"19,000 kms",Petrol,Manual,1st Owner,2020,14 Lakh
213,Hyundai Alcazar Signature Diesel AT,1493 cc,6 Seats,"27,300 kms",Diesel,Automatic,1st Owner,2021,19.50 Lakh
214,Skoda Superb Laurin & klement,1984 cc,5 Seats,"31,001 kms",Petrol,Automatic,1st Owner,2021,34 Lakh
215,Renault KWID 1.0 RXT,999 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2017,3.10 Lakh
216,Maruti Wagon R LXI BSII,998 cc,5 Seats,"77,000 kms",Petrol,Manual,2nd Owner,2005,1.30 Lakh
217,Maruti Swift Dzire AMT VXI,1197 cc,5 Seats,"53,000 kms",Petrol,Automatic,1st Owner,2018,6.50 Lakh
218,Datsun RediGO S,799 cc,5 Seats,"20,000 kms",Petrol,Manual,1st Owner,2017,2.75 Lakh
219,Honda Brio S Option MT,1198 cc,5 Seats,"72,000 kms",Petrol,Manual,1st Owner,2013,3.50 Lakh
220,Hyundai Creta 1.6 VTVT S,1591 cc,5 Seats,"26,000 kms",Petrol,Manual,1st Owner,2016,8.90 Lakh
221,Honda Amaze S i-Dtech,1498 cc,5 Seats,"66,000 kms",Diesel,Manual,1st Owner,2015,4.25 Lakh
222,Jaguar XF 2.2 Litre Luxury,2179 cc,5 Seats,"69,619 kms",Diesel,Automatic,1st Owner,2014,22 Lakh
223,Maruti Alto K10 VXI AMT,998 cc,5 Seats,"30,000 kms",Petrol,Automatic,1st Owner,2018,4.30 Lakh
224,Maruti Wagon R LXI Minor,1061 cc,5 Seats,"61,000 kms",Petrol,Manual,1st Owner,2009,2.11 Lakh
225,Renault Duster 110PS Diesel RxZ AMT,1461 cc,5 Seats,"31,000 kms",Diesel,Automatic,1st Owner,2018,9.75 Lakh
226,Volkswagen Polo GT TSI,1197 cc,5 Seats,"66,000 kms",Petrol,Automatic,1st Owner,2015,6.25 Lakh
227,Land Rover Discovery Sport R-Dynamic SE,1997 cc,7 Seats,"7,700 kms",Petrol,Automatic,1st Owner,2021,72 Lakh
228,Mahindra XUV700 AX3 AT,1999 cc,5 Seats,"9,000 kms",Petrol,Automatic,1st Owner,2022,17.50 Lakh
229,Tata Tigor 1.2 Revotron XT,1199 cc,5 Seats,"60,000 kms",Petrol,Manual,2nd Owner,2017,3.40 Lakh
230,Skoda Fabia 1.2 MPI Active,1198 cc,5 Seats,"1,10,000 kms",Petrol,Manual,3rd Owner,2009,1.10 Lakh
231,Kia Seltos HTX Plus AT D,1493 cc,5 Seats,"51,001 kms",Diesel,Automatic,1st Owner,2020,16.75 Lakh
232,Jeep Compass 2.0 Limited Plus AT,1956 cc,5 Seats,"56,207 kms",Diesel,Automatic,1st Owner,2020,21 Lakh
233,Mercedes-Benz GLA Class 200 d Sport,2143 cc,5 Seats,"58,000 kms",Diesel,Automatic,1st Owner,2019,26.90 Lakh
234,Hyundai i20 Diesel Sportz,1396 cc,5 Seats,"73,290 kms",Diesel,Manual,1st Owner,2018,6.50 Lakh
235,Hyundai Verna 1.6 CRDi S,1582 cc,5 Seats,"44,283 kms",Diesel,Manual,1st Owner,2017,7.90 Lakh
236,Maruti Celerio VXI AT,998 cc,5 Seats,"48,000 kms",Petrol,Automatic,1st Owner,2016,4.25 Lakh
237,Honda City 1.5 S MT,1497 cc,5 Seats,"1,07,500 kms",Petrol,Manual,3rd Owner,2010,3.40 Lakh
238,Maruti Swift 1.3 LXI,1298 cc,5 Seats,"80,000 kms",Petrol,Manual,3rd Owner,2007,"99,999"
239,Maruti SX4 Celebration Petrol,1586 cc,5 Seats,"90,000 kms",Petrol,Manual,2nd Owner,2009,2 Lakh
240,Maruti Vitara Brezza LXI,1462 cc,5 Seats,"10,000 kms",Petrol,Manual,1st Owner,2021,7.75 Lakh
241,Maruti Wagon R LXI BS IV,998 cc,5 Seats,"1,20,000 kms",Petrol,Manual,1st Owner,2011,2.15 Lakh
242,Maruti Wagon R LXI BS IV,998 cc,5 Seats,"1,20,000 kms",Petrol,Manual,1st Owner,2011,2.37 Lakh
243,Maruti Zen LX,993 cc,5 Seats,"90,000 kms",Petrol,Manual,3rd Owner,2002,"55,000"
244,Mahindra KUV 100 NXT G80 K2,1198 cc,6 Seats,"46,000 kms",Petrol,Manual,1st Owner,2018,4.25 Lakh
245,Nissan Sunny XL D,1461 cc,5 Seats,"28,000 kms",Diesel,Manual,1st Owner,2017,5.75 Lakh
246,Honda WR-V SV,1199 cc,5 Seats,"24,000 kms",Petrol,Manual,1st Owner,2020,8.25 Lakh
247,Honda WR-V i-VTEC S,1199 cc,5 Seats,"23,000 kms",Petrol,Manual,1st Owner,2018,6.90 Lakh
248,Honda WR-V i-VTEC VX,1199 cc,5 Seats,"24,300 kms",Petrol,Manual,1st Owner,2018,7.75 Lakh
249,Honda WR-V i-VTEC VX,1199 cc,5 Seats,"51,000 kms",Petrol,Manual,1st Owner,2019,7.90 Lakh
250,Kia Seltos GTX Plus DCT,1353 cc,5 Seats,"6,000 kms",Petrol,Automatic,1st Owner,2020,14.90 Lakh
251,Kia Seltos GTX Plus DCT,1353 cc,5 Seats,"12,600 kms",Petrol,Automatic,1st Owner,2021,17.25 Lakh
252,Jeep Meridian Limited Opt AT 4x4,1956 cc,7 Seats,"3,500 kms",Diesel,Automatic,1st Owner,2022,37 Lakh
253,Hyundai i10 Era,1086 cc,5 Seats,"1,20,000 kms",Petrol,Manual,1st Owner,2011,2.30 Lakh
254,Hyundai Grand i10 Nios Sportz CNG,1197 cc,5 Seats,"5,000 kms",Cng,Manual,1st Owner,2022,7.50 Lakh
255,Hyundai Santro Xing GLS,1086 cc,5 Seats,"1,20,000 kms",Petrol,Manual,4th Owner,2010,1.35 Lakh
256,Honda Jazz V CVT,1199 cc,5 Seats,"40,000 kms",Petrol,Automatic,1st Owner,2018,6.95 Lakh
257,Honda City i-VTEC V,1497 cc,5 Seats,"96,000 kms",Petrol,Manual,1st Owner,2018,7.85 Lakh
258,Honda City 1.5 S MT,1497 cc,5 Seats,"67,000 kms",Petrol,Manual,2nd Owner,2010,3.25 Lakh
259,Honda City i-VTEC V,1497 cc,5 Seats,"72,000 kms",Petrol,Manual,1st Owner,2018,7.90 Lakh
260,Hyundai i10 Magna,1197 cc,5 Seats,"89,000 kms",Petrol,Manual,1st Owner,2013,3.21 Lakh
261,Volkswagen Polo Diesel Trendline 1.2L,1199 cc,5 Seats,"64,000 kms",Diesel,Manual,1st Owner,2011,3.30 Lakh
262,Maruti Swift Vdi BSIII,1248 cc,5 Seats,"1,20,000 kms",Diesel,Manual,3rd Owner,2010,2 Lakh
263,Honda Jazz 1.2 SV i VTEC,1199 cc,5 Seats,"42,000 kms",Petrol,Manual,1st Owner,2017,5.40 Lakh
264,Datsun RediGO T,799 cc,5 Seats,"55,000 kms",Petrol,Manual,1st Owner,2017,2.70 Lakh
265,Hyundai Santro Era Executive BSIV,1086 cc,5 Seats,"30,000 kms",Petrol,Manual,1st Owner,2019,4.95 Lakh
266,Tata Hexa XTA,2179 cc,7 Seats,"86,500 kms",Diesel,Automatic,2nd Owner,2017,10 Lakh
267,Honda CR-V 2.4L 4WD AT,2354 cc,5 Seats,"59,000 kms",Petrol,Automatic,1st Owner,2014,10.50 Lakh
268,Hyundai EON Era Plus,814 cc,5 Seats,"15,000 kms",Petrol,Manual,1st Owner,2018,3.10 Lakh
269,Mahindra Scorpio S7 140 BSIV,2179 cc,7 Seats,"70,000 kms",Diesel,Manual,1st Owner,2019,12 Lakh
270,Volkswagen Polo ALLSTAR 1.2 MPI,1198 cc,5 Seats,"50,000 kms",Petrol,Manual,2nd Owner,2017,6 Lakh
271,Chevrolet Cruze LT,1991 cc,5 Seats,"1,10,000 kms",Diesel,Manual,1st Owner,2012,3 Lakh
272,Tata Nexon XMA AMT,1199 cc,5 Seats,"13,700 kms",Petrol,Automatic,1st Owner,2021,9.25 Lakh
273,Maruti Swift VXI BSIV,1197 cc,5 Seats,"25,000 kms",Petrol,Manual,1st Owner,2019,5.70 Lakh
274,Ford Ecosport Sports Diesel,1498 cc,5 Seats,"20,000 kms",Diesel,Manual,1st Owner,2021,11 Lakh
275,Jaguar XF 2.2 Litre Luxury,2179 cc,5 Seats,"70,000 kms",Diesel,Automatic,2nd Owner,2014,18 Lakh
276,Tata Indica TDI LX,1405 cc,5 Seats,"35,000 kms",Diesel,Manual,3rd Owner,2013,1 Lakh
277,Toyota Fortuner 4X4 Diesel AT,2755 cc,7 Seats,"26,629 kms",Diesel,Automatic,1st Owner,2021,43.50 Lakh
278,Mercedes-Benz C-Class Progressive C 220d,1950 cc,5 Seats,"20,000 kms",Diesel,Automatic,1st Owner,2019,46.50 Lakh
279,Mercedes-Benz GLC Progressive 220d,2143 cc,5 Seats,"33,000 kms",Diesel,Automatic,1st Owner,2019,53.95 Lakh
280,BMW 3 Series Gran Limousine 330Li M Sport First Edition,1998 cc,5 Seats,"25,000 kms",Petrol,Automatic,1st Owner,2021,61.75 Lakh
281,Audi Q3 30 TDI,1968 cc,5 Seats,"55,291 kms",Diesel,Manual,1st Owner,2017,27.95 Lakh
282,Mercedes-Benz C-Class C 220 CDI Avantgarde,2143 cc,5 Seats,"58,500 kms",Diesel,Automatic,1st Owner,2013,16.50 Lakh
283,Audi Q7 45 TDI Quattro Technology,2967 cc,7 Seats,"15,000 kms",Diesel,Automatic,1st Owner,2018,72.50 Lakh
284,Renault Duster 85PS Diesel RxL Option,1461 cc,5 Seats,"90,000 kms",Diesel,Manual,1st Owner,2014,6.50 Lakh
285,Audi Q3 35 TDI Quattro Premium,1968 cc,5 Seats,"64,000 kms",Diesel,Automatic,2nd Owner,2012,13 Lakh
286,Maruti Zen LXI,993 cc,5 Seats,"1,32,596 kms",Petrol,Manual,2nd Owner,2004,4 Lakh
287,Maruti Swift VXI BSIII,1298 cc,5 Seats,"99,673 kms",Petrol,Manual,3rd Owner,2008,1.54 Lakh
288,Tata Nexon EV Prime XZ Plus LUX,0 cc,5 Seats,"24,374 kms",Electric,Automatic,1st Owner,2021,4.18 Lakh
289,Volkswagen Vento Petrol Highline AT,1598 cc,5 Seats,"69,828 kms",Petrol,Automatic,3rd Owner,2011,3.92 Lakh
290,Maruti Baleno 1.2 Alpha,1197 cc,5 Seats,"72,820 kms",Petrol,Manual,2nd Owner,2016,5.94 Lakh
291,Mercedes-Benz C-Class Progressive C 220d,1950 cc,5 Seats,"20,785 kms",Diesel,Automatic,1st Owner,2019,37.24 Lakh
292,Maruti Swift Dzire VXI AT Optional,1197 cc,5 Seats,"31,172 kms",Petrol,Automatic,2nd Owner,2016,5.88 Lakh
293,Hyundai Grand i10 Sportz,1197 cc,5 Seats,"24,395 kms",Petrol,Manual,1st Owner,2016,4.52 Lakh
294,MG Hector Sharp DCT,1451 cc,5 Seats,"11,050 kms",Petrol,Automatic,1st Owner,2021,18.25 Lakh
295,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2494 cc,7 Seats,"1,23,394 kms",Diesel,Manual,2nd Owner,2013,7.74 Lakh
296,Maruti Swift ZDi,1248 cc,5 Seats,"1,05,053 kms",Diesel,Manual,2nd Owner,2013,4.21 Lakh
297,Hyundai i20 Sportz,1197 cc,5 Seats,"10,283 kms",Petrol,Manual,1st Owner,2021,8.44 Lakh
298,Tata Harrier XZ Plus Dark Edition,1956 cc,5 Seats,"2,443 kms",Diesel,Manual,1st Owner,2022,21.99 Lakh
299,Toyota Fortuner 2.7 2WD AT,2694 cc,7 Seats,"44,000 kms",Petrol,Automatic,2nd Owner,2019,31 Lakh
300,Audi Q5 3.0 TDI Quattro,2967 cc,5 Seats,"68,000 kms",Diesel,Automatic,3rd Owner,2011,9.95 Lakh
301,Mahindra Ssangyong Rexton RX7,2696 cc,7 Seats,"72,000 kms",Diesel,Automatic,1st Owner,2013,9.75 Lakh
302,Hyundai i10 Magna 1.1L,1086 cc,5 Seats,"38,000 kms",Petrol,Manual,1st Owner,2011,2.25 Lakh
303,Maruti Swift Dzire VXI 1.2 BS IV,1197 cc,5 Seats,"65,000 kms",Petrol,Manual,1st Owner,2019,6.50 Lakh
304,Audi Q7 45 TDI Quattro Premium Plus,2967 cc,7 Seats,"43,000 kms",Diesel,Automatic,2nd Owner,2014,18.75 Lakh
305,Hyundai i10 Sportz 1.1L,1086 cc,5 Seats,"52,000 kms",Petrol,Manual,2nd Owner,2014,4.25 Lakh
306,Mahindra XUV500 W8 FWD,2179 cc,7 Seats,"1,17,000 kms",Diesel,Manual,1st Owner,2012,7.45 Lakh
307,Hyundai Verna 1.6 VTVT SX Option,1591 cc,5 Seats,"84,000 kms",Petrol,Manual,1st Owner,2016,8.25 Lakh
308,Maruti Alto 800 LXI,796 cc,5 Seats,"45,080 kms",Petrol,Manual,3rd Owner,2015,2.04 Lakh
309,Maruti Eeco 5 Seater AC BSIV,1196 cc,5 Seats,"39,341 kms",Petrol,Manual,1st Owner,2019,4.70 Lakh
310,Mahindra Scorpio 2.6 Turbo 7 Str,2609 cc,8 Seats,"1,33,000 kms",Diesel,Manual,1st Owner,2007,3.30 Lakh
311,Mahindra e2o T2,0 cc,5 Seats,"54,112 kms",Electric,Automatic,1st Owner,2014,3.21 Lakh
312,Hyundai i20 Sportz Plus BSIV,1197 cc,5 Seats,"14,824 kms",Petrol,Manual,1st Owner,2020,8.20 Lakh
313,Honda City i VTEC VX,1497 cc,5 Seats,"82,500 kms",Petrol,Manual,1st Owner,2017,9.25 Lakh
314,Kia Seltos HTK Plus G,1497 cc,5 Seats,"17,922 kms",Petrol,Manual,1st Owner,2020,13.49 Lakh
315,BMW X7 xDrive 40i,2998 cc,7 Seats,"13,000 kms",Petrol,Automatic,1st Owner,2019,1.23 Crore
316,Mitsubishi Pajero Sport 4X4 AT,2477 cc,6 Seats,"85,000 kms",Diesel,Automatic,1st Owner,2015,16.75 Lakh
317,Hyundai Grand i10 AT Asta,1197 cc,5 Seats,"67,000 kms",Petrol,Automatic,1st Owner,2015,5.75 Lakh
318,Honda Jazz V CVT,1199 cc,5 Seats,"35,000 kms",Petrol,Automatic,1st Owner,2018,7.45 Lakh
319,Maruti Alto 800 LXI,796 cc,5 Seats,"53,000 kms",Petrol,Manual,1st Owner,2016,3.45 Lakh
320,MG Hector Hybrid Sharp MT,1451 cc,5 Seats,598 kms,Petrol,Manual,1st Owner,2022,20.75 Lakh
321,Maruti Ertiga ZDI Plus,1248 cc,7 Seats,"75,727 kms",Diesel,Manual,1st Owner,2019,8.92 Lakh
322,Kia Seltos GTX Plus DCT,1353 cc,5 Seats,"7,000 kms",Petrol,Automatic,1st Owner,2020,18.90 Lakh
323,Maruti Vitara Brezza ZDi Plus Dual Tone,1248 cc,5 Seats,"62,403 kms",Diesel,Manual,1st Owner,2016,8.58 Lakh
324,Volkswagen Polo 1.5 TDI Comfortline,1498 cc,5 Seats,"44,487 kms",Diesel,Manual,2nd Owner,2014,4.53 Lakh
325,Mercedes-Benz C-Class Progressive C 220d,1950 cc,5 Seats,"24,000 kms",Diesel,Automatic,2nd Owner,2020,39 Lakh
326,Toyota Innova Crysta 2.4 ZX AT,2393 cc,7 Seats,"47,000 kms",Diesel,Automatic,1st Owner,2020,28.50 Lakh
327,Hyundai i10 Magna 1.1L,1086 cc,5 Seats,"31,212 kms",Petrol,Manual,1st Owner,2008,1.90 Lakh
328,Skoda Superb Laurin & klement,1984 cc,5 Seats,"17,776 kms",Petrol,Automatic,1st Owner,2020,33.65 Lakh
329,Hyundai Verna 1.6 CRDi S,1582 cc,5 Seats,"31,837 kms",Diesel,Manual,2nd Owner,2015,6.58 Lakh
330,Audi A3 35 TDI Premium Plus,1968 cc,5 Seats,"39,000 kms",Diesel,Automatic,1st Owner,2020,25.80 Lakh
331,Maruti Alto LXi BSIII,796 cc,5 Seats,"78,000 kms",Petrol,Manual,2nd Owner,2006,1.20 Lakh
332,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,1497 cc,5 Seats,"31,000 kms",Petrol,Automatic,1st Owner,2020,11.85 Lakh
333,Maruti Swift VDI,1248 cc,5 Seats,"1,15,986 kms",Diesel,Manual,2nd Owner,2013,3.88 Lakh
334,Toyota Etios G SP,1496 cc,5 Seats,"73,029 kms",Petrol,Manual,2nd Owner,2014,3.92 Lakh
335,Hyundai Verna 1.6 SX VTVT AT,1591 cc,5 Seats,"25,000 kms",Petrol,Automatic,2nd Owner,2013,6.35 Lakh
336,Honda Amaze E i-Dtech,1498 cc,5 Seats,"74,809 kms",Diesel,Manual,1st Owner,2013,2.44 Lakh
337,Hyundai i20 1.2 Magna,1197 cc,5 Seats,"33,560 kms",Petrol,Manual,1st Owner,2011,2.72 Lakh
338,Hyundai i10 Sportz AT,1197 cc,5 Seats,"40,821 kms",Petrol,Automatic,1st Owner,2011,2.86 Lakh
339,Mercedes-Benz C-Class C 220 CDI Celebration Edition,2143 cc,5 Seats,"58,000 kms",Diesel,Automatic,2nd Owner,2014,15.75 Lakh
340,Ford Figo Petrol EXI,1196 cc,5 Seats,"75,991 kms",Petrol,Manual,2nd Owner,2010,1.63 Lakh
341,Maruti Swift ZXI ABS,1298 cc,5 Seats,"1,36,432 kms",Petrol,Manual,2nd Owner,2008,1.78 Lakh
342,Maruti Alto LXi BSIII,796 cc,5 Seats,"70,229 kms",Petrol,Manual,4th Owner,2008,"84,778"
343,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2755 cc,8 Seats,"83,000 kms",Diesel,Automatic,2nd Owner,2016,17.25 Lakh
344,Hyundai Santro Xing GLS,1086 cc,5 Seats,"51,915 kms",Petrol,Manual,1st Owner,2008,1.11 Lakh
345,Volkswagen Polo GT TSI,1197 cc,5 Seats,"63,100 kms",Petrol,Automatic,2nd Owner,2014,5.50 Lakh
346,Mercedes-Benz GLE 250d,2143 cc,5 Seats,"54,000 kms",Diesel,Automatic,2nd Owner,2017,48 Lakh
347,BMW X1 sDrive20d xLine,1995 cc,5 Seats,"9,000 kms",Diesel,Automatic,1st Owner,2021,45.50 Lakh
348,Hyundai Santro Xing GL Plus,1086 cc,5 Seats,"46,833 kms",Petrol,Manual,1st Owner,2012,3.25 Lakh
349,Hyundai Verna 1.6 CRDi EX MT,1582 cc,5 Seats,"78,744 kms",Diesel,Manual,2nd Owner,2012,5.25 Lakh
350,Maruti Swift VDI BSIV,1248 cc,5 Seats,"79,542 kms",Diesel,Manual,2nd Owner,2014,4.90 Lakh
351,Honda City 1.5 V AT,1497 cc,5 Seats,"96,000 kms",Petrol,Automatic,2nd Owner,2010,4.60 Lakh
352,Kia Sonet GTX Plus Turbo iMT,998 cc,5 Seats,"13,000 kms",Petrol,Manual,1st Owner,2021,13.25 Lakh
353,Maruti Swift VDI BSIV,1248 cc,5 Seats,"44,521 kms",Diesel,Manual,1st Owner,2010,3.80 Lakh
354,Hyundai Grand i10 1.2 Kappa Sportz Option AT,1197 cc,5 Seats,"29,927 kms",Petrol,Automatic,2nd Owner,2017,5.47 Lakh
355,Honda CR-V 2.0L 2WD AT,1997 cc,5 Seats,"48,019 kms",Petrol,Automatic,1st Owner,2017,19.75 Lakh
356,Hyundai Grand i10 Asta Option,1197 cc,5 Seats,"27,311 kms",Petrol,Manual,2nd Owner,2017,6.75 Lakh
357,Mahindra XUV500 W11 Option AWD,2179 cc,7 Seats,"14,000 kms",Diesel,Manual,1st Owner,2021,20.50 Lakh
358,Hyundai i10 Magna 1.2,1197 cc,5 Seats,"64,640 kms",Petrol,Manual,1st Owner,2009,3.15 Lakh
359,Honda City i VTEC S,1497 cc,5 Seats,"96,505 kms",Petrol,Manual,2nd Owner,2012,4.99 Lakh
360,Toyota Fortuner 2.8 2WD AT BSIV,2755 cc,7 Seats,"90,479 kms",Diesel,Automatic,1st Owner,2018,32 Lakh
361,Hyundai Venue S Opt,1197 cc,5 Seats,"3,500 kms",Petrol,Manual,1st Owner,2022,9.65 Lakh
362,Tata Nexon 1.2 Revotron XT,1198 cc,5 Seats,"42,374 kms",Petrol,Manual,1st Owner,2018,8.55 Lakh
363,Maruti Baleno 1.3 Alpha,1248 cc,5 Seats,"45,879 kms",Diesel,Manual,1st Owner,2016,7.10 Lakh
364,Maruti Ciaz VDi Plus SHVS,1248 cc,5 Seats,"1,20,000 kms",Diesel,Manual,2nd Owner,2016,5.72 Lakh
365,Hyundai Grand i10 Asta,1197 cc,5 Seats,"89,680 kms",Petrol,Manual,2nd Owner,2015,4.70 Lakh
366,BMW 3 Series 320d,1995 cc,5 Seats,"99,000 kms",Diesel,Automatic,3rd Owner,2012,12.75 Lakh
367,Maruti Zen VXI,993 cc,5 Seats,"90,000 kms",Petrol,Manual,3rd Owner,1998,1.10 Lakh
368,BMW X5 xDrive 30d Design Pure Experience 5 Seater,2993 cc,5 Seats,"27,000 kms",Diesel,Automatic,1st Owner,2018,59.75 Lakh
369,Skoda Superb Elegance 2.0 TDI CR AT,1968 cc,5 Seats,"79,776 kms",Diesel,Automatic,1st Owner,2015,14.65 Lakh
370,Toyota Land Cruiser Prado TX,2982 cc,7 Seats,"67,000 kms",Diesel,Automatic,1st Owner,2011,54 Lakh
371,Skoda Octavia 2.0 TDI MT Style,1968 cc,5 Seats,"1,08,000 kms",Diesel,Manual,1st Owner,2017,14.75 Lakh
372,Volkswagen Vento 1.5 TDI Highline BSIV,1498 cc,5 Seats,"58,000 kms",Diesel,Manual,1st Owner,2019,9.45 Lakh
373,Skoda Octavia 1.8 TSI AT L K,1798 cc,5 Seats,"32,067 kms",Petrol,Automatic,1st Owner,2018,22.75 Lakh
374,Toyota Innova Crysta 2.4 VX MT BSIV,2393 cc,7 Seats,"52,187 kms",Diesel,Manual,2nd Owner,2017,19.50 Lakh
375,BMW 5 Series 530d M Sport,2993 cc,5 Seats,"17,100 kms",Diesel,Automatic,1st Owner,2019,58.75 Lakh
376,MG Hector Plus Sharp DCT,1451 cc,6 Seats,"9,562 kms",Petrol,Automatic,1st Owner,2021,19.40 Lakh
377,MG Hector Sharp Diesel MT BSIV,1956 cc,5 Seats,"36,388 kms",Diesel,Manual,1st Owner,2019,18.10 Lakh
378,Mercedes-Benz C-Class C 250 CDI Elegance,2143 cc,5 Seats,"45,000 kms",Diesel,Automatic,2nd Owner,2011,9.75 Lakh
379,Jeep Compass 2.0 Sport Plus BSIV,1956 cc,5 Seats,"36,149 kms",Diesel,Manual,1st Owner,2019,17.75 Lakh
380,Kia Seltos GTX Plus,1353 cc,5 Seats,"20,155 kms",Petrol,Manual,1st Owner,2020,16.95 Lakh
381,MG Hector Sharp AT BSIV,1451 cc,5 Seats,"51,904 kms",Petrol,Automatic,1st Owner,2019,16.75 Lakh
382,Volkswagen Polo GT TSI,1197 cc,5 Seats,"54,000 kms",Petrol,Automatic,1st Owner,2015,7.25 Lakh
383,Kia Seltos GTX Plus,1353 cc,5 Seats,"31,727 kms",Petrol,Manual,2nd Owner,2019,15.65 Lakh
384,Mahindra XUV500 AT W10 FWD,2179 cc,7 Seats,"73,986 kms",Diesel,Automatic,1st Owner,2017,14.45 Lakh
385,Kia Sonet 1.5 GTX Plus Diesel,1493 cc,5 Seats,"7,100 kms",Diesel,Manual,1st Owner,2021,14.25 Lakh
386,Kia Sonet GTX Plus Turbo iMT,998 cc,5 Seats,"5,397 kms",Petrol,Manual,1st Owner,2021,13.95 Lakh
387,BMW X3 xDrive 20d Luxury Line,1995 cc,5 Seats,"65,000 kms",Diesel,Automatic,1st Owner,2018,49.50 Lakh
388,Hyundai i20 1.4 Asta Option,1396 cc,5 Seats,"90,000 kms",Diesel,Manual,1st Owner,2017,7 Lakh
389,Maruti Swift Dzire VXI,1197 cc,5 Seats,"80,000 kms",Petrol,Manual,2nd Owner,2013,4.75 Lakh
390,Volkswagen Polo GT TSI,1197 cc,5 Seats,"91,000 kms",Petrol,Automatic,2nd Owner,2015,7 Lakh
391,BMW 7 Series 730Ld Sedan,2993 cc,5 Seats,"69,000 kms",Diesel,Automatic,2nd Owner,2010,23.75 Lakh
392,Toyota Fortuner 4x2 Manual,2982 cc,7 Seats,"89,000 kms",Diesel,Manual,2nd Owner,2014,17.50 Lakh
393,Hyundai Santa Fe 4X4,2199 cc,7 Seats,"95,254 kms",Diesel,Manual,1st Owner,2013,8.25 Lakh
394,Hyundai Creta 1.6 VTVT SX Plus,1591 cc,5 Seats,"51,000 kms",Petrol,Manual,1st Owner,2016,10.50 Lakh
395,Hyundai i10 Sportz AT,1197 cc,5 Seats,"62,000 kms",Petrol,Automatic,2nd Owner,2014,3.95 Lakh
396,Tata Hexa XT,2179 cc,7 Seats,"1,20,000 kms",Diesel,Manual,1st Owner,2017,12.35 Lakh
397,Tata Harrier XZA Plus Dark Edition AT 2020-2022,1956 cc,5 Seats,"2,000 kms",Diesel,Automatic,1st Owner,2022,25.75 Lakh
398,Volkswagen Polo Cup Edition Comfortline,999 cc,5 Seats,"46,000 kms",Petrol,Manual,1st Owner,2017,6.85 Lakh
399,Maruti Ertiga SHVS ZDI Plus,1248 cc,7 Seats,"65,000 kms",Diesel,Manual,2nd Owner,2017,9.45 Lakh
400,Maruti Alto K10 VXI,998 cc,5 Seats,"22,248 kms",Petrol,Manual,1st Owner,2017,4.25 Lakh
401,BMW 5 Series 520d Luxury Line,1995 cc,5 Seats,"40,000 kms",Diesel,Automatic,1st Owner,2018,43 Lakh
402,Honda City i VTEC S,1497 cc,5 Seats,"73,000 kms",Petrol,Manual,1st Owner,2013,5.75 Lakh
403,Volkswagen Polo GT 1.0 TSI,999 cc,5 Seats,"54,000 kms",Petrol,Automatic,1st Owner,2021,11.45 Lakh
404,Honda Civic 1.8 (E) MT,1799 cc,5 Seats,"90,000 kms",Petrol,Manual,2nd Owner,2006,2.60 Lakh
405,Jeep Compass Model S DCT,1368 cc,5 Seats,"15,000 kms",Petrol,Automatic,1st Owner,2021,27.25 Lakh
406,Kia Seltos GTX Plus AT D,1493 cc,5 Seats,"30,000 kms",Diesel,Automatic,1st Owner,2021,18.20 Lakh
407,Jaguar XF 2.2 Litre Luxury,2179 cc,5 Seats,"26,000 kms",Diesel,Automatic,1st Owner,2016,27.95 Lakh
408,Mahindra Scorpio SLX 2.6 Turbo 7 Str,2609 cc,7 Seats,"1,55,000 kms",Diesel,Manual,2nd Owner,2006,3.50 Lakh
409,Mercedes-Benz GLA Class 200 Sport,1991 cc,5 Seats,"29,366 kms",Petrol,Automatic,1st Owner,2019,34.25 Lakh
410,Volkswagen Polo 1.2 MPI Highline,1198 cc,5 Seats,"28,211 kms",Petrol,Manual,1st Owner,2016,6.75 Lakh
411,Kia Seltos GTX DCT,1353 cc,5 Seats,"40,000 kms",Petrol,Automatic,1st Owner,2019,16.75 Lakh
412,BMW 5 Series 520d Luxury Line,1995 cc,5 Seats,"54,000 kms",Diesel,Automatic,1st Owner,2015,24.50 Lakh
413,Mahindra XUV500 W8 2WD,2179 cc,7 Seats,"82,000 kms",Diesel,Manual,2nd Owner,2015,10.25 Lakh
